dispName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
46,Craig Overton,C Overton,ENG,8,20.66,40.78,707.0,44.77,3.42,78.5,Right-hand bat,Right-arm medium-fast
47,Donovan Pagon,DJ Pagon,WI,3,12.33,37.75,-,-,-,-,Right-hand bat,-
48,Tim Paine,TD Paine,AUS,50,31.66,44.24,-,-,-,-,Right-hand bat,Right-arm medium
49,Hardik Pandya,HH Pandya,INDIA,18,31.29,73.88,937.0,31.05,3.38,55.1,Right-hand bat,Right-arm medium-fast
50,Monty Panesar,MS Panesar,ENG,68,4.88,29.37,12475.0,34.71,2.78,74.7,Left-hand bat,Slow left-arm orthodox
51,Pankaj Singh,Pankaj Singh,INDIA,4,3.33,50.00,450.0,146.00,3.89,225.0,Right-hand bat,Right-arm medium-fast
52,Rishabh Pant,RR Pant,INDIA,22,38.76,68.57,-,-,-,-,Left-hand bat,-
53,Tinashe Panyangara,T Panyangara,ZIM,18,16.75,52.20,1889.0,26.22,2.58,60.9,Right-hand bat,Right-arm fast-medium
54,Michael Papps,MHW Papps,NZ,16,16.40,35.34,-,-,-,-,Right-hand bat,-
55,Tharanga Paranavitana,NT Paranavitana,SL,60,32.58,41.92,102.0,86.00,5.05,102.0,Left-hand bat,Right-arm offbreak
56,Brenton Parchment,BA Parchment,WI,4,13.75,33.53,-,-,-,-,Right-hand bat,Right-arm offbreak
57,Wayne Parnell,WD Parnell,SA,4,16.75,37.22,556.0,27.60,4.46,37.0,Left-hand bat,Left-arm medium-fast
58,Adam Parore,AC Parore,NZ,14,36.66,45.76,-,-,-,-,Right-hand bat,-
59,Nelon Pascal,NT Pascal,WI,2,6.00,44.44,102.0,-,3.47,-,Right-hand bat,Right-arm fast
60,Ajaz Patel,AY Patel,NZ,10,7.57,31.36,1625.0,33.31,2.70,73.8,Left-hand bat,Slow left-arm orthodox
61,Jeetan Patel,JS Patel,NZ,38,12.70,51.62,5833.0,47.35,3.16,89.7,Right-hand bat,Right-arm offbreak
62,Munaf Patel,MM Patel,INDIA,14,7.50,42.25,2658.0,38.54,3.04,75.9,Right-hand bat,Right-arm medium-fast
63,Parthiv Patel,PA Patel,INDIA,38,31.13,48.46,-,-,-,-,Left-hand bat,Right-arm offbreak
64,Samit Patel,SR Patel,ENG,9,16.77,44.67,858.0,60.14,2.94,122.5,Right-hand bat,Slow left-arm orthodox
65,Dane Paterson,D Paterson,SA,4,43.00,87.75,347.0,41.50,2.87,86.7,Right-hand bat,Right-arm fast-medium
66,Irfan Pathan,IK Pathan,INDIA,40,31.57,53.22,5884.0,32.26,3.28,58.8,Left-hand bat,Left-arm medium-fast
67,Kurtis Patterson,KR Patterson,AUS,2,144.00,52.55,-,-,-,-,Left-hand bat,Right-arm offbreak
68,Darren Pattinson,DJ Pattinson,ENG,2,10.50,42.00,181.0,48.00,3.18,90.5,Right-hand bat,Right-arm fast-medium
69,James Pattinson,JL Pattinson,AUS,25,26.06,42.94,3962.9999999999995,26.33,3.22,48.9,Left-hand bat,Right-arm fast-medium
70,Keemo Paul,KMA Paul,WI,6,16.00,81.35,342.0,31.50,3.31,57.0,Right-hand bat,Right-arm fast-medium
71,Suresh Perera,ASA Perera,SL,3,11.33,47.88,102.0,-,3.17,-,Right-hand bat,Right-arm fast-medium
72,Dilruwan Perera,MDK Perera,SL,73,18.58,47.26,10246.0,35.33,3.22,65.6,Right-hand bat,Right-arm offbreak
73,Kusal Perera,MDKJ Perera,SL,33,31.13,73.95,-,-,-,-,Left-hand bat,-
74,Thisara Perera,NLTC Perera,SL,10,20.30,73.02,954.0,59.36,4.10,86.7,Left-hand bat,Right-arm medium-fast
75,Ruchira Perera,PDRL Perera,SL,7,11.00,26.82,746.0,28.78,3.24,53.2,Left-hand bat,Left-arm medium-fast
76,Veerasammy Permaul,V Permaul,WI,9,12.25,71.01,1371.0,43.77,3.44,76.1,Right-hand bat,Slow left-arm orthodox
77,Kenroy Peters,KK Peters,WI,1,0.00,0.00,120.0,34.50,3.45,60.0,Right-hand bat,Left-arm medium
78,Alviro Petersen,AN Petersen,SA,64,34.88,51.75,114.0,62.00,3.26,114.0,Right-hand bat,Right-arm offbreak
79,Robin Peterson,RJ Peterson,SA,20,27.29,71.49,2515.0,37.26,3.37,66.1,Left-hand bat,Slow left-arm orthodox
80,Andile Phehlukwayo,AL Phehlukwayo,SA,4,9.50,48.71,250.0,13.36,3.52,22.7,Left-hand bat,Right-arm medium-fast
81,Vernon Philander,VD Philander,SA,94,24.04,44.53,11391.0,22.32,2.63,50.8,Right-hand bat,Right-arm fast-medium
82,Glenn Phillips,GD Phillips,NZ,2,26.00,43.69,-,-,-,-,Right-hand bat,-
83,Omar Phillips,OJ Phillips,WI,4,40.00,51.28,-,-,-,-,Left-hand bat,"Right-arm medium-fast, Legbreak"
84,Dane Piedt,DL Piedt,SA,12,11.90,29.90,1824.0,45.19,3.86,70.1,Right-hand bat,Right-arm offbreak
85,Kevin Pietersen,KP Pietersen,ENG,181,47.28,61.72,1311.0,88.60,4.05,131.1,Right-hand bat,Right-arm offbreak
86,Liam Plunkett,LE Plunkett,ENG,20,15.86,46.75,2659.0,37.46,3.46,64.8,Right-hand bat,Right-arm fast
87,Shaun Pollock,SM Pollock,SA,85,37.56,57.02,13573.999999999998,25.77,2.48,62.2,Right-hand bat,Right-arm fast-medium
88,Ricky Ponting,RT Ponting,AUS,228,53.24,60.79,360.0,187.00,3.11,360.0,Right-hand bat,Right-arm medium
89,Ollie Pope,OJ Pope,ENG,16,43.38,53.30,-,-,-,-,Right-hand bat,-
90,William Porterfield,WTS Porterfield,IRE,6,9.66,25.55,-,-,-,-,Left-hand bat,Right-arm offbreak
91,Ramesh Powar,RR Powar,INDIA,2,6.50,72.22,252.0,19.66,2.80,42.0,Right-hand bat,Right-arm offbreak
92,Daren Powell,DBL Powell,WI,57,7.82,35.67,7077.0,47.85,3.44,83.2,Right-hand bat,Right-arm fast-medium
93,Kieran Powell,KOA Powell,WI,76,26.81,51.17,6.0,-,0.00,-,Left-hand bat,"Right-arm medium, Right-arm offbreak"
94,Ricardo Powell,RL Powell,WI,1,23.00,58.97,48.0,-,4.50,-,Right-hand bat,Right-arm offbreak
95,Stuart Poynter,SW Poynter,IRE,2,0.50,9.09,-,-,-,-,Right-hand bat,-
96,Venkatesh Prasad,BKV Prasad,INDIA,6,21.00,28.18,780.0,37.27,3.15,70.9,Right-hand bat,Right-arm medium-fast
97,Dhammika Prasad,KTGD Prasad,SL,39,12.86,53.60,4327.0,35.97,3.74,57.6,Right-hand bat,Right-arm fast-medium
98,Seekkuge Prasanna,S Prasanna,SL,1,5.00,41.66,138.0,-,3.47,-,Right-hand bat,Legbreak
99,Dewald Pretorius,D Pretorius,SA,4,7.33,53.65,570.0,71.66,4.52,95.0,Right-hand bat,Right-arm fast
100,Dwaine Pretorius,D Pretorius,SA,6,13.83,50.92,480.0,36.00,3.15,68.5,Right-hand bat,Right-arm medium-fast
101,Ray Price,RW Price,ZIM,36,9.10,34.18,6087.0,35.78,2.82,76.0,Right-hand bat,Slow left-arm orthodox
102,Ashwell Prince,AG Prince,SA,104,41.64,43.70,96.0,47.00,2.93,96.0,Left-hand bat,Right-arm offbreak
103,Matt Prior,MJ Prior,ENG,123,40.18,61.66,-,-,-,-,Right-hand bat,-
104,Cheteshwar Pujara,CA Pujara,INDIA,128,48.66,46.18,6.0,-,2.00,-,Right-hand bat,Legbreak
105,Ravindra Pushpakumara,KR Pushpakumara,SL,-,-,-,90.0,-,1.60,-,Right-hand bat,Right-arm fast-medium
106,Malinda Pushpakumara,PM Pushpakumara,SL,8,17.00,45.53,859.9999999999999,37.14,3.62,61.4,Right-hand bat,Slow left-arm orthodox
107,Qais Ahmad,Qais Ahmad,AFG,2,11.50,56.09,54.0,28.00,3.11,54.0,Right-hand bat,Legbreak
108,Rob Quiney,RJ Quiney,AUS,3,3.00,40.90,150.0,-,1.16,-,Left-hand bat,Right-arm medium
109,Kagiso Rabada,K Rabada,SA,64,11.43,45.90,8010.999999999999,22.95,3.38,40.6,Left-hand bat,Right-arm fast
110,Rafikul Khan,Rafiqul Islam,BDESH,2,3.50,13.20,-,-,-,-,Right-hand bat,-
111,Ajinkya Rahane,AM Rahane,INDIA,109,42.88,50.03,-,-,-,-,Right-hand bat,Right-arm medium
112,Rahat Ali,Rahat Ali,PAK,31,7.55,36.55,4227.0,39.03,3.21,72.8,Right-hand bat,Left-arm fast-medium
113,Rahmat Shah,Rahmat Shah,AFG,8,37.25,53.11,-,-,-,-,Right-hand bat,Legbreak googly
114,KL Rahul,KL Rahul,INDIA,60,34.58,56.45,-,-,-,-,Right-hand bat,-
115,Suresh Raina,SK Raina,INDIA,31,26.48,53.14,1041.0,46.38,3.47,80.0,Left-hand bat,Right-arm offbreak
116,Rajin Saleh,Rajin Saleh,BDESH,46,25.93,35.85,438.0,134.00,3.67,219.0,Right-hand bat,Right-arm offbreak
117,Kasun Rajitha,CAK Rajitha,SL,10,2.87,14.64,1402.0,30.52,3.26,56.0,Right-hand bat,Right-arm medium-fast
118,Venkatapathy Raju,SLV Raju,INDIA,1,4.00,26.66,210.0,116.00,3.31,210.0,Right-hand bat,Slow left-arm orthodox
119,Ryan Ramdass,RR Ramdass,WI,2,13.00,50.98,-,-,-,-,Right-hand bat,Right-arm offbreak
120,Denesh Ramdin,D Ramdin,WI,126,25.87,48.74,-,-,-,-,Right-hand bat,-
121,Sadagoppan Ramesh,S Ramesh,INDIA,14,28.85,39.56,30.0,-,4.80,-,Left-hand bat,Right-arm offbreak
122,Dinanath Ramnarine,D Ramnarine,WI,17,6.07,25.56,2727.0,34.81,2.52,82.6,Left-hand bat,Legbreak googly
123,Ravi Rampaul,R Rampaul,WI,31,14.56,53.25,3440.0000000000005,34.79,2.97,70.2,Left-hand bat,Right-arm fast-medium
124,Mark Ramprakash,MR Ramprakash,ENG,18,30.77,47.55,48.0,-,3.87,-,Right-hand bat,Right-arm offbreak
125,Boyd Rankin,WB Rankin,ENG/IRE,6,8.60,43.43,443.0,38.00,4.11,55.3,Left-hand bat,Right-arm fast-medium
126,Raqibul Hasan,Raqibul Hasan,BDESH,18,19.76,40.23,42.0,17.00,2.42,42.0,Right-hand bat,Legbreak
127,Adil Rashid,AU Rashid,ENG,33,19.28,42.51,3816.0,39.83,3.75,63.6,Right-hand bat,Legbreak
128,Rashid Khan,Rashid Khan,AFG,7,15.14,79.69,937.9999999999999,21.08,3.10,40.7,Right-hand bat,Legbreak googly
129,Rashid Latif,Rashid Latif,PAK,23,38.00,54.24,-,-,-,-,Right-hand bat,Legbreak
130,Ajay Ratra,A Ratra,INDIA,10,18.11,30.58,6.0,-,1.00,-,Right-hand bat,Right-arm medium
131,Jeet Raval,JA Raval,NZ,39,30.07,42.80,84.0,34.00,2.42,84.0,Left-hand bat,Legbreak
132,Chris Read,CMW Read,ENG,19,21.46,40.60,-,-,-,-,Right-hand bat,-
133,Aaron Redmond,AJ Redmond,NZ,16,21.66,39.01,105.0,26.66,4.57,35.0,Right-hand bat,Legbreak
134,Floyd Reifer,FL Reifer,WI,4,12.00,37.20,-,-,-,-,Left-hand bat,Right-arm medium
135,Raymon Reifer,RA Reifer,WI,2,52.00,26.26,180.0,44.00,2.93,90.0,Left-hand bat,Left-arm medium-fast
136,Gavin Rennie,GJ Rennie,ZIM,8,19.25,45.29,6.0,-,9.00,-,Left-hand bat,Slow left-arm orthodox
137,Matt Renshaw,MT Renshaw,AUS,20,33.47,42.48,24.0,-,3.25,-,Left-hand bat,Right-arm offbreak
138,Riaz Afridi,Riaz Afridi,PAK,1,9.00,75.00,186.0,43.50,2.80,93.0,Right-hand bat,Right-arm medium-fast
139,Dale Richards,DM Richards,WI,6,20.83,75.75,-,-,-,-,Right-hand bat,Right-arm medium
140,Jhye Richardson,JA Richardson,AUS,1,1.00,14.28,306.0,20.50,2.41,51.0,Right-hand bat,Right-arm fast
141,Mark Richardson,MH Richardson,NZ,56,44.35,37.48,60.0,20.00,2.00,60.0,Left-hand bat,Slow left-arm orthodox
142,Kemar Roach,KAJ Roach,WI,95,11.90,38.87,10720.0,27.51,3.09,53.3,Right-hand bat,Right-arm fast-medium
143,Robiul Islam,Robiul Islam,BDESH,17,9.00,48.76,1860.0,39.68,3.20,74.4,Right-hand bat,Right-arm fast-medium
144,Sam Robson,SD Robson,ENG,11,30.54,44.50,-,-,-,-,Right-hand bat,Legbreak
145,Barney Rogers,BG Rogers,ZIM,8,11.25,38.79,18.0,-,5.66,-,Left-hand bat,Right-arm offbreak
146,Chris Rogers,CJL Rogers,AUS,48,42.87,50.60,-,-,-,-,Left-hand bat,Legbreak googly
147,Toby Roland-Jones,TS Roland-Jones,ENG,6,20.50,69.49,536.0,19.64,3.73,31.5,Right-hand bat,Right-arm medium-fast
148,Luke Ronchi,L Ronchi,NZ,8,39.87,73.84,-,-,-,-,Right-hand bat,-
149,Joe Root,JE Root,ENG,173,48.30,54.70,2660.0,50.07,3.16,95.0,Right-hand bat,"Right-arm offbreak, Legbreak"
150,Jason Roy,JJ Roy,ENG,10,18.70,58.80,-,-,-,-,Right-hand bat,-
151,Rubel Hossain,Rubel Hossain,BDESH,47,9.46,43.94,4223.0,76.77,3.92,117.3,Right-hand bat,Right-arm fast
152,Jacques Rudolph,JA Rudolph,SA,83,35.43,43.81,664.0,108.00,3.90,166.0,Left-hand bat,Legbreak googly
153,Andre Russell,AD Russell,WI,1,2.00,22.22,138.0,104.00,4.52,138.0,Right-hand bat,Right-arm fast
154,Hamish Rutherford,HD Rutherford,NZ,29,26.96,56.42,6.0,-,2.00,-,Left-hand bat,Slow left-arm orthodox
155,Jesse Ryder,JD Ryder,NZ,33,40.93,55.19,492.0,56.00,3.41,98.4,Left-hand bat,Right-arm medium
156,Sabbir Rahman,Sabbir Rahman,BDESH,22,24.05,54.97,144.0,-,4.08,-,Right-hand bat,Legbreak
157,Saeed Ajmal,Saeed Ajmal,PAK,53,11.00,41.68,11592.0,28.10,2.58,65.1,Right-hand bat,Right-arm offbreak
158,Saeed Anwar,Saeed Anwar,PAK,5,32.40,76.77,-,-,-,-,Left-hand bat,Slow left-arm orthodox
159,Martin Saggers,MJ Saggers,ENG,3,0.33,3.33,492.99999999999994,35.28,3.00,70.4,Right-hand bat,Right-arm fast-medium
160,Wriddhiman Saha,WP Saha,INDIA,50,30.19,45.51,-,-,-,-,Right-hand bat,-
161,Saif Hassan,Saif Hassan,BDESH,3,8.00,61.53,-,-,-,-,Right-hand bat,Right-arm offbreak
162,Sajedul Islam,Sajedul Islam,BDESH,6,3.00,38.29,330.0,77.33,4.21,110.0,Left-hand bat,Left-arm medium
163,Saleem Elahi,Saleem Elahi,PAK,12,14.27,38.01,-,-,-,-,Right-hand bat,Right-arm offbreak
164,Salman Butt,Salman Butt,PAK,62,30.46,47.20,137.0,106.00,4.64,137.0,Left-hand bat,Right-arm offbreak
165,Thilan Samaraweera,TT Samaraweera,SL,132,48.76,46.92,1327.0,45.93,3.11,88.4,Right-hand bat,Right-arm offbreak
166,Sadeera Samarawickrama,S Samarawickrama,SL,8,15.62,70.62,-,-,-,-,Right-hand bat,-
167,Sami Aslam,Sami Aslam,PAK,25,31.58,39.11,-,-,-,-,Left-hand bat,Right-arm medium
168,Daren Sammy,DJG Sammy,WI,63,21.68,67.88,6215.0,35.79,2.90,73.9,Right-hand bat,Right-arm medium
169,Marlon Samuels,MN Samuels,WI,123,32.24,47.94,4158.0,59.56,3.35,106.6,Right-hand bat,Right-arm offbreak
170,Lakshan Sandakan,PADLR Sandakan,SL,17,10.63,42.70,2063.0,34.48,3.71,55.7,Right-hand bat,Slow left-arm chinaman
171,Adam Sanford,A Sanford,WI,17,4.80,21.95,2217.0,43.86,3.56,73.9,Right-hand bat,Right-arm fast-medium
172,Kumar Sangakkara,KC Sangakkara,SL,226,58.49,54.55,84.0,-,3.50,-,Left-hand bat,Right-arm offbreak
173,Rahul Sanghvi,RL Sanghvi,INDIA,2,1.00,9.09,74.0,39.00,6.32,37.0,Left-hand bat,Slow left-arm orthodox
174,Mitchell Santner,MJ Santner,NZ,29,25.55,42.36,3746.0000000000005,44.71,2.79,96.0,Left-hand bat,Slow left-arm orthodox
175,Sanwar Hossain,Sanwar Hossain,BDESH,18,19.16,46.43,444.0,62.00,4.18,88.8,Right-hand bat,Right-arm offbreak
176,Saqlain Mushtaq,Saqlain Mushtaq,PAK,29,13.92,32.06,4728.0,30.33,2.84,63.8,Right-hand bat,Right-arm offbreak
177,Sarandeep Singh,Sarandeep Singh,INDIA,2,43.00,31.61,252.0,33.50,3.19,63.0,Right-hand bat,Right-arm offbreak
178,Sarfaraz Ahmed,Sarfaraz Ahmed,PAK,86,36.39,70.98,-,-,-,-,Right-hand bat,Right-arm offbreak
179,Ramnaresh Sarwan,RR Sarwan,WI,140,40.91,47.06,2010.0,49.86,3.42,87.3,Right-hand bat,Legbreak
180,Chadd Sayers,CJ Sayers,AUS,2,0.00,0.00,294.0,73.00,2.97,147.0,Right-hand bat,Right-arm medium
181,Virender Sehwag,V Sehwag,ICC/INDIA,180,49.34,82.23,3731.0,47.35,3.04,93.2,Right-hand bat,Right-arm offbreak
182,Sachithra Senanayake,SMSM Senanayake,SL,1,5.00,33.33,138.0,-,4.17,-,Right-hand bat,Right-arm offbreak
183,Shabbir Ahmed,Shabbir Ahmed,PAK,15,8.80,37.60,2576.0,23.03,2.73,50.5,Right-hand bat,Right-arm fast-medium
184,Shadab Kabir,Shadab Kabir,PAK,2,29.50,81.94,-,-,-,-,Left-hand bat,Right-arm offbreak
185,Shadab Khan,Shadab Khan,PAK,9,34.28,62.99,885.0000000000001,38.83,3.15,73.7,Right-hand bat,Legbreak
186,Shadman Islam,Shadman Islam,BDESH,11,25.00,44.21,-,-,-,-,Left-hand bat,Slow left-arm orthodox
187,Shafiul Islam,Shafiul Islam,BDESH,21,10.55,48.06,1734.0,55.41,3.25,102.0,Right-hand bat,Right-arm fast-medium
188,Owais Shah,OA Shah,ENG,10,26.90,41.90,30.0,-,6.20,-,Right-hand bat,Right-arm offbreak
189,Shahadat Hossain,Shahadat Hossain,BDESH,69,10.01,45.94,5380.0,51.81,4.16,74.7,Right-hand bat,Right-arm medium-fast
190,Shaheen Afridi,Shaheen Shah Afridi,PAK,12,4.20,44.68,1607.0,27.96,3.13,53.5,Left-hand bat,Left-arm fast
191,Shahid Afridi,Shahid Afridi,PAK,28,40.07,101.26,2007.0,40.17,3.36,71.6,Right-hand bat,Legbreak googly
192,Shahid Nazir,Shahid Nazir,PAK,10,15.44,58.15,1194.0,37.15,3.54,62.8,Right-hand bat,Right-arm fast-medium
193,Shahriar Hossain,Shahriar Hossain,BDESH,3,26.66,51.28,-,-,-,-,Right-hand bat,Right-arm offbreak
194,Shahriar Nafees,Shahriar Nafees,BDESH,48,26.39,55.86,-,-,-,-,Left-hand bat,-
195,Ajmal Shahzad,A Shahzad,ENG,1,5.00,41.66,102.0,15.75,3.70,25.5,Right-hand bat,Right-arm fast-medium
196,Tabraiz Shamsi,T Shamsi,SA,4,20.00,41.66,483.0,46.33,3.45,80.5,Right-hand bat,Slow left-arm chinaman
197,Shamsur Rahman,Shamsur Rahman,BDESH,12,25.41,47.65,6.0,-,5.00,-,Right-hand bat,-
198,Dasun Shanaka,MD Shanaka,SL,6,5.80,48.33,438.99999999999994,29.00,3.56,48.7,Right-hand bat,Right-arm medium
199,Shan Masood,Shan Masood,PAK,38,31.28,46.62,78.0,22.00,3.38,39.0,Left-hand bat,Right-arm medium-fast
dispName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
0,Shakib Al Hasan,Shakib Al Hasan,BDESH,105,39.40,62.05,13020.0,31.12,3.01,62.0,Left-hand bat,Slow left-arm orthodox
1,Sharjeel Khan,Sharjeel Khan,PAK,2,22.00,97.77,-,-,-,-,Left-hand bat,Legbreak
2,Ishant Sharma,I Sharma,INDIA,129,8.37,30.00,18150.0,32.39,3.18,61.1,Right-hand bat,Right-arm fast-medium
3,Karn Sharma,KV Sharma,INDIA,2,8.00,28.57,294.0,59.50,4.85,73.5,Left-hand bat,Legbreak googly
4,Rohit Sharma,RG Sharma,INDIA,53,46.54,59.25,370.0,108.00,3.50,185.0,Right-hand bat,Right-arm offbreak
5,Prithvi Shaw,PP Shaw,INDIA,7,55.83,86.34,-,-,-,-,Right-hand bat,Right-arm offbreak
6,Shane Shillingford,S Shillingford,WI,26,13.30,42.35,4694.0,34.55,3.09,67.0,Right-hand bat,Right-arm offbreak
7,Shoaib Akhtar,Shoaib Akhtar,PAK,45,11.25,43.98,5307.0,22.26,3.34,39.9,Right-hand bat,Right-arm fast
8,Shoaib Malik,Shoaib Malik,PAK,60,35.14,45.67,2712.0,47.46,3.36,84.7,Right-hand bat,Right-arm offbreak
9,Shuvagata Hom,Shuvagata Hom,BDESH,15,22.18,55.83,846.0,63.25,3.58,105.7,Right-hand bat,Right-arm offbreak
10,Vusi Sibanda,V Sibanda,ZIM,28,21.10,50.21,-,-,-,-,Right-hand bat,"Right-arm medium, Right-arm offbreak"
11,Dom Sibley,DP Sibley,ENG,15,42.00,36.61,-,-,-,-,Right-hand bat,Legbreak
12,Iqbal Siddiqui,IR Siddiqui,INDIA,2,29.00,96.66,114.0,48.00,2.52,114.0,Right-hand bat,Right-arm medium-fast
13,Peter Siddle,PM Siddle,AUS,94,14.73,47.16,13907.0,30.66,2.92,62.9,Right-hand bat,Right-arm fast-medium
14,Ryan Sidebottom,RJ Sidebottom,ENG,31,15.65,34.66,4812.0,28.24,2.78,60.9,Left-hand bat,Left-arm fast-medium
15,Sikandar Raza,Sikandar Raza,ZIM,30,34.56,53.95,2429.0,41.81,3.30,75.9,Right-hand bat,Right-arm offbreak
16,Roshen Silva,ARS Silva,SL,23,35.10,41.00,-,-,-,-,Right-hand bat,Right-arm offbreak
17,Kaushal Silva,JK Silva,SL,74,28.36,40.27,-,-,-,-,Right-hand bat,-
18,Chamara Silva,LPC Silva,SL,17,33.56,62.88,102.0,65.00,3.82,102.0,Right-hand bat,Legbreak
19,Chris Silverwood,CEW Silverwood,ENG,1,10.00,71.42,24.0,-,7.25,-,Right-hand bat,Right-arm fast-medium
20,Lendl Simmons,LMP Simmons,WI,16,17.37,46.88,192.0,147.00,4.59,192.0,Right-hand bat,Right-arm medium-fast
21,Mathew Sinclair,MS Sinclair,NZ,38,28.20,41.71,18.0,-,0.33,-,Right-hand bat,Right-arm medium
22,RP Singh,RP Singh,INDIA,19,7.25,42.02,2534.0,42.05,3.98,63.3,Right-hand bat,Left-arm fast-medium
23,Vishaul Singh,VA Singh,WI,6,10.50,31.65,-,-,-,-,Left-hand bat,Slow left-arm orthodox
24,Vikram Singh,VRV Singh,INDIA,6,11.75,111.90,669.0,53.37,3.82,83.6,Right-hand bat,Right-arm medium-fast
25,Milinda Siriwardana,TAM Siriwardana,SL,9,33.11,65.63,413.0,23.36,3.73,37.5,Left-hand bat,Slow left-arm orthodox
26,Michael Slater,MJ Slater,AUS,15,39.84,60.44,12.0,-,2.00,-,Right-hand bat,Right-arm medium
27,Dwayne Smith,DR Smith,WI,14,24.61,70.02,651.0,49.14,3.17,93.0,Right-hand bat,Right-arm medium
28,Devon Smith,DS Smith,WI,76,23.78,45.90,6.0,-,3.00,-,Left-hand bat,Right-arm offbreak
29,Ed Smith,ET Smith,ENG,5,17.40,50.58,-,-,-,-,Right-hand bat,Right-arm medium-fast
30,Graeme Smith,GC Smith,ICC/SA,205,48.25,59.67,1418.0,110.62,3.74,177.2,Left-hand bat,Right-arm offbreak
31,Steven Smith,SPD Smith,AUS,131,62.84,55.30,1381.0,56.47,4.17,81.2,Right-hand bat,Legbreak googly
32,Ish Sodhi,IS Sodhi,NZ,25,21.33,52.64,3186.0,48.58,3.75,77.7,Right-hand bat,Legbreak
33,Sohag Gazi,Sohag Gazi,BDESH,16,21.66,61.43,3151.0,42.07,3.04,82.9,Right-hand bat,Right-arm offbreak
34,Sohail Khan,Sohail Khan,PAK,12,25.20,76.82,1827.9999999999998,41.66,3.69,67.7,Right-hand bat,Right-arm fast-medium
35,Sohail Tanvir,Sohail Tanvir,PAK,3,5.66,38.63,504.0,63.20,3.76,100.8,Left-hand bat,Left-arm medium-fast
36,Sohrawordi Shuvo,Sohrawordi Shuvo,BDESH,2,7.50,37.50,297.0,36.50,2.94,74.2,Left-hand bat,Slow left-arm orthodox
37,William Somerville,WER Somerville,NZ,6,18.00,24.48,1052.0,32.46,2.77,70.1,Right-hand bat,Right-arm offbreak
38,Soumya Sarkar,Soumya Sarkar,BDESH,28,29.21,58.26,442.00000000000006,96.00,3.90,147.3,Left-hand bat,Right-arm medium-fast
39,Tim Southee,TG Southee,NZ,106,17.37,85.84,16393.0,29.00,3.01,57.7,Right-hand bat,Right-arm medium-fast
40,Sreesanth,S Sreesanth,INDIA,40,10.40,52.13,5419.0,37.59,3.62,62.2,Right-hand bat,Right-arm fast-medium
41,Javagal Srinath,J Srinath,INDIA,23,10.65,47.22,3628.0,32.71,2.86,68.4,Right-hand bat,Right-arm fast-medium
42,Mitchell Starc,MA Starc,AUS,85,22.27,68.58,11753.0,26.97,3.36,48.1,Left-hand bat,Left-arm fast
43,Alec Stewart,AJ Stewart,ENG,46,38.35,51.16,-,-,-,-,Right-hand bat,Right-arm medium
44,Dale Steyn,DW Steyn,SA,119,13.59,44.28,18608.0,22.95,3.24,42.3,Right-hand bat,Right-arm fast
45,Paul Stirling,PR Stirling,IRE,6,17.33,58.75,12.0,-,5.50,-,Right-hand bat,Right-arm offbreak
46,Ben Stokes,BA Stokes,ENG,120,38.42,58.63,8995.0,31.73,3.30,57.6,Left-hand bat,Right-arm fast-medium
47,Olly Stone,OP Stone,ENG,2,9.50,65.51,72.0,9.66,2.41,24.0,Right-hand bat,Right-arm fast
48,Mark Stoneman,MD Stoneman,ENG,20,27.68,44.27,-,-,-,-,Left-hand bat,Right-arm offbreak
49,Bryan Strang,BC Strang,ZIM,4,13.33,60.60,546.0,35.50,2.34,91.0,Right-hand bat,Left-arm medium
50,Paul Strang,PA Strang,ZIM,1,-,135.71,86.0,-,3.62,-,Right-hand bat,Legbreak googly
51,Sir Andrew Strauss,AJ Strauss,ENG,178,40.91,48.91,-,-,-,-,Left-hand bat,Left-arm medium
52,Heath Streak,HH Streak,ZIM,50,28.90,40.73,5583.0,33.70,2.82,71.5,Right-hand bat,Right-arm fast-medium
53,Colin Stuart,CEL Stuart,WI,7,3.80,24.35,936.0,30.00,3.26,55.0,Right-hand bat,Right-arm fast-medium
54,Scott Styris,SB Styris,NZ,48,36.04,51.34,1959.9999999999998,50.75,3.10,98.0,Right-hand bat,Right-arm medium
55,Subashis Roy,Subashis Roy,BDESH,6,14.00,23.33,749.0,51.66,3.72,83.2,Right-hand bat,Right-arm fast-medium
56,Sunzamul Islam,Sunzamul Islam,BDESH,1,24.00,42.85,270.0,153.00,3.40,270.0,Left-hand bat,Slow left-arm orthodox
57,Graeme Swann,GP Swann,ENG,76,22.09,76.49,15349.0,29.96,2.98,60.1,Right-hand bat,Right-arm offbreak
58,Khaled Ahmed,Khaled Ahmed,BDESH,2,4.00,21.05,360.0,-,4.03,-,Right-hand bat,Right-arm medium
59,Syed Rasel,Syed Rasel,BDESH,12,4.62,38.94,879.0000000000001,47.75,3.91,73.2,Left-hand bat,Left-arm medium-fast
60,Andrew Symonds,A Symonds,AUS,41,40.61,64.80,2094.0,37.33,2.56,87.2,Right-hand bat,"Right-arm medium, Right-arm offbreak"
61,Tatenda Taibu,T Taibu,ZIM,54,30.31,41.42,48.0,27.00,3.37,48.0,Right-hand bat,Right-arm medium
