fullName,scoreName,team,innings,batAvg,batSR,careerBalls,bowlAvg,bowlEcon,bowlSR,batHand,bowlType
33,Tithy Rani Sarkar,Tithy Sarkar,BD-W,1,7.00,0,4394.0,33.27,3.31,60.1,Right-hand bat,Right-arm offbreak
34,Kerry-Anne Tomlinson,KA Tomlinson,NL-W,4,19.25,0,60.0,-,3.10,-,Right-hand bat,Legbreak
35,Minou Toussaint,M Toussaint,NL-W,7,5.50,0,-,-,-,-,-,-
36,Chloe-Lesleigh  Tryon,CL Tryon,SA-W,62,23.71,8,104.0,-,3.86,-,Right-hand bat,Slow left-arm orthodox
37,Sarah Jane Tsukigawa,SJ Tsukigawa,NZ-W,39,22.12,2,-,-,-,-,Right-hand bat,Right-arm medium
38,Faye Tunnicliffe,F Tunnicliffe,SA-W,2,7.50,0,7632.999999999999,30.26,2.68,67.5,Right-hand bat,-
39,Keiko Uchibori,K Uchibori,JPN-W,5,0.60,0,2228.0,29.40,2.77,63.6,Right-hand bat,Right-arm medium-fast
40,Praba Malkanthi Udawatte,PM Udawatte,SL-W,13,8.66,0,1440.0,19.25,3.85,30.0,Right-hand bat,Right-arm medium
41,Umaima Sohail,Umaima Sohail,PAK-W,9,14.87,0,1060.0,45.37,4.10,66.2,Right-hand bat,Right-arm medium-fast
42,Urooj Mumtaz Khan,Urooj Mumtaz,PAK-W,37,14.34,1,1605.9999999999998,29.90,3.57,50.1,Right-hand bat,Legbreak
43,Fiona Elaine Urquhart,FE Urquhart,SCO-W,8,5.85,0,185.0,133.00,4.31,185.0,Right-hand bat,Right-arm fast-medium
44,Uzma Naseer Gondal,Uzma Gondal,PAK-W,11,2.00,0,4964.0,33.05,2.39,82.7,Right-hand bat,-
45,Devika Purnendu Vaidya,DP Vaidya,IND-W,7,28.16,1,372.0,92.50,2.98,186.0,Left-hand bat,Legbreak googly
46,Belinda Vakarewa,B Vakarewa,AUS-W,-,-,-,707.0,44.77,3.42,78.5,Right-hand bat,Right-arm fast-medium
47,Claudine van de Kieft,C van de Kieft,NL-W,3,2.50,0,-,-,-,-,-,-
48,Juliana Aleida Eileen van der Flier,JAE van der Flier,IRE-W,1,-,0,-,-,-,-,Right-hand bat,Right-arm medium
49,Yulandi van der Merwe,Y van der Merwe,SA-W,5,15.66,0,937.0,31.05,3.38,55.1,Right-hand bat,Right-arm medium-fast
50,Charlize van der Westhuizen,C van der Westhuizen,SA-W,23,10.31,0,12475.0,34.71,2.78,74.7,Right-hand bat,Slow left-arm orthodox
51,Yolandi van der Westhuizen,Y van der Westhuizen,SA-W,7,5.71,0,450.0,146.00,3.89,225.0,Right-hand bat,-
52,Denise van Deventer,D van Deventer,NL-W,17,10.66,0,-,-,-,-,Right-hand bat,Right-arm medium
53,Rebeca Supipi Vandort,RS Vandort,SL-W,7,10.42,0,1889.0,26.22,2.58,60.9,Right-hand bat,-
54,Vellaswamy Ramu Vanitha,VR Vanitha,IND-W,6,17.00,0,-,-,-,-,Right-hand bat,Right-arm medium
55,Eugenie van Leeuwen,E van Leeuwen,NL-W,16,16.66,0,102.0,86.00,5.05,102.0,Left-hand bat,Right-arm medium
56,Dane van Niekerk,D van Niekerk,SA-W,80,36.46,9,-,-,-,-,Right-hand bat,Legbreak
57,Sune Susanna Deborah van Zyl,SSD van Zyl,SA-W,5,12.00,0,556.0,27.60,4.46,37.0,-,-
58,Pooja Vastrakar,P Vastrakar,IND-W,5,17.60,1,-,-,-,-,Right-hand bat,Right-arm medium
59,Carly Verheul,C Verheul,NL-W,3,1.33,0,102.0,-,3.47,-,Right-hand bat,-
60,Miranda Veringmeier,M Veringmeier,NL-W,15,6.20,0,1625.0,33.31,2.70,73.8,Right-hand bat,-
61,Sushma Verma Devi,S Verma,IND-W,21,9.88,0,5833.0,47.35,3.16,89.7,Right-hand bat,-
62,Birgit Viguurs,B Viguurs,NL-W,13,9.81,1,2658.0,38.54,3.04,75.9,Right-hand bat,Right-arm medium
63,Sunette Viljoen,S Viljoen,SA-W,2,0.50,0,-,-,-,-,Right-hand bat,Right-arm medium
64,Elyse Jane Villani,EJ Villani,AUS-W,30,21.53,3,858.0,60.14,2.94,122.5,Right-hand bat,Right-arm fast-medium
65,Tayla Jade Vlaeminck,TJ Vlaeminck,AUS-W,-,-,-,347.0,41.50,2.87,86.7,Right-hand bat,Right-arm medium
66,Mary Veronica Waldron,MV Waldron,IRE-W,32,12.25,0,5884.0,32.26,3.28,58.8,Right-hand bat,-
67,Alexia Laurette Walker,AL Walker,ENG-W,2,14.00,0,-,-,-,-,Right-hand bat,Right-arm fast-medium
68,Felicia Walters,F Walters,WI-W,2,8.00,0,181.0,48.00,3.18,90.5,Right-hand bat,Right-arm slow-medium
69,Helen Anna Wardlaw,HA Wardlaw,ENG-W,5,9.75,0,3962.9999999999995,26.33,3.22,48.9,Right-hand bat,Right-arm offbreak
70,Georgia Wareham,G Wareham,AUS-W,3,29.00,0,342.0,31.50,3.31,57.0,Right-hand bat,Legbreak
71,Jessica Marie Watkin,JM Watkin,NZ-W,5,17.20,1,102.0,-,3.17,-,Right-hand bat,Right-arm offbreak
72,Aimee Louise Watkins,AL Watkins,NZ-W,94,21.71,6,10246.0,35.33,3.22,65.6,Left-hand bat,Right-arm offbreak
73,Helen Maree Watson,HM Watson,NZ-W,37,16.43,0,-,-,-,-,Right-hand bat,Right-arm medium
74,Violet Cornelia Elizabeth Wattenberg,VCE Wattenberg,NL-W,19,9.42,0,954.0,59.36,4.10,86.7,Right-hand bat,-
75,Joanna Karen Watts,JK Watts,ENG-W,4,0.50,0,746.0,28.78,3.24,53.2,Right-hand bat,Right-arm offbreak
76,Vanessa Nakeita Watts,VN Watts,WI-W,1,18.00,0,1371.0,43.77,3.44,76.1,Right-hand bat,Right-arm offbreak
77,Prasadani Maheshika Weerakkody,PM Weerakkody,SL-W,53,17.48,2,120.0,34.50,3.45,60.0,Left-hand bat,-
78,Sripali Shiromala Weerakkody,SS Weerakkody,SL-W,79,12.66,0,114.0,62.00,3.26,114.0,Left-hand bat,Right-arm medium
79,Amanda-Jade Wellington,A Wellington,AUS-W,7,3.20,0,2515.0,37.26,3.37,66.1,Right-hand bat,Legbreak
80,Isabelle Mary G Westbury,IMG Westbury,NL-W,1,0.00,0,250.0,13.36,3.52,22.7,-,-
81,Heather Elizabeth Whelan,HE Whelan,IRE-W,22,6.26,0,11391.0,22.32,2.63,50.8,Right-hand bat,Right-arm medium-fast
82,Jill Amy Whelan,JA Whelan,IRE-W,24,16.60,0,-,-,-,-,Right-hand bat,Right-arm medium
83,Kathryn White,K White,SCO-W,8,10.50,0,-,-,-,-,Right-hand bat,Right-arm fast-medium
84,Wickramasinghe Arachchige Chandi Wickramasinghe,WAC Wickramasinghe,SL-W,4,16.66,0,1824.0,45.19,3.86,70.1,Right-hand bat,Right-arm fast-medium
85,Envis Rebecca Williams,ER Williams,WI-W,14,10.36,0,1311.0,88.60,4.05,131.1,-,-
86,Nelly Andrea Williams,NA Williams,WI-W,30,25.83,3,2659.0,37.46,3.46,64.8,Right-hand bat,Right-arm medium
87,Frances Claire Wilson,FC Wilson,ENG-W,22,23.10,2,13573.999999999998,25.77,2.48,62.2,Right-hand bat,Right-arm offbreak
88,Lauren Winfield,L Winfield,ENG-W,42,23.47,3,360.0,187.00,3.11,360.0,Right-hand bat,-
89,Laura Wolvaardt,L Wolvaardt,SA-W,49,45.63,16,-,-,-,-,Right-hand bat,-
90,Danielle Nicole Wyatt,DN Wyatt,ENG-W,60,19.76,1,-,-,-,-,Right-hand bat,Right-arm offbreak
91,Soni Kamlesh Yadav,SK Yadav,IND-W,-,-,-,252.0,19.66,2.80,42.0,Right-hand bat,Right-arm medium
92,Karen Nichole Young,KN Young,IRE-W,6,9.83,0,7077.0,47.85,3.44,83.2,Right-hand bat,Right-arm medium
93,Saibh Anna Young,SA Young,IRE-W,5,14.66,0,6.0,-,0.00,-,Right-hand bat,Right-arm medium
94,Zehmarad Afzal,Zehmarad Afzal,PAK-W,19,14.89,0,48.0,-,4.50,-,Right-hand bat,Right-arm medium-fast
95,Kirsten Zorab,K Zorab,NL-W,3,0.66,0,-,-,-,-,-,-
