urlEnd,Team1,Team2,Venue,Country,StartDate,TossWin,TossElect,Score1,Score2,Score3,Score4,Winner,Margin
63942,ZIM,WIN,Harare,ZIM,27 Jul 2001,WIN,bowl,131,347,563/9d,98/1,draw,-
63949,RSA,ZIM,Harare,ZIM,7 Sep 2001,RSA,bat,600/3d,286,391 (f/o),79/1,RSA,9 wickets
63950,ZIM,RSA,Bulawayo,ZIM,14 Sep 2001,ZIM,bat,419/9d,519/8d,96/3,-,draw,-
64016,PAK,ZIM,Harare,ZIM,9 Nov 2002,ZIM,bowl,285,225,369,310,PAK,119 runs
64017,ZIM,PAK,Bulawayo,ZIM,16 Nov 2002,ZIM,bat,178,403,281,57/0,PAK,10 wickets
64054,ZIM,WIN,Harare,ZIM,4 Nov 2003,ZIM,bat,507/9d,335,200/7d,207/9,draw,-
64055,WIN,ZIM,Bulawayo,ZIM,12 Nov 2003,WIN,bat,481,377,128,104,WIN,128 runs
64069,ZIM,BAN,Harare,ZIM,19 Feb 2004,ZIM,bat,441,331,242/8d,169,ZIM,183 runs
64070,BAN,ZIM,Bulawayo,ZIM,26 Feb 2004,ZIM,bowl,168,210/2,-,-,draw,-
64084,ZIM,SRL,Harare,ZIM,6 May 2004,SRL,bowl,199,541,102,-,SRL,an innings and 240 runs
64085,ZIM,SRL,Bulawayo,ZIM,14 May 2004,SRL,bowl,228,713/3d,231,-,SRL,an innings and 254 runs
215253,NZL,ZIM,Harare,ZIM,7 Aug 2005,ZIM,bowl,452/9d,59,99 (f/o),-,NZL,an innings and 294 runs
216055,ZIM,NZL,Bulawayo,ZIM,15 Aug 2005,ZIM,bat,231,484,207,-,NZL,an innings and 46 runs
219062,ZIM,IND,Bulawayo,ZIM,13 Sep 2005,ZIM,bat,279,554,185,-,IND,an innings and 90 runs
219613,ZIM,IND,Harare,ZIM,20 Sep 2005,IND,bowl,161,366,223,19/0,IND,10 wickets
522245,ZIM,BAN,Harare,ZIM,4 Aug 2011,BAN,bowl,370,287,291/5d,244,ZIM,130 runs
523731,ZIM,PAK,Bulawayo,ZIM,1 Sep 2011,PAK,bowl,412,466,141,88/3,PAK,7 wickets
527017,NZL,ZIM,Bulawayo,ZIM,1 Nov 2011,NZL,bat,426,313,252/8d,331,NZL,34 runs
623576,ZIM,BAN,Harare,ZIM,17 Apr 2013,BAN,bowl,389,134,227/7d,147,ZIM,335 runs
623577,BAN,ZIM,Harare,ZIM,25 Apr 2013,ZIM,bowl,391,282,291/9d,257,BAN,143 runs
659555,PAK,ZIM,Harare,ZIM,3 Sep 2013,ZIM,bowl,249,327,419/9d,120,PAK,221 runs
659557,ZIM,PAK,Harare,ZIM,10 Sep 2013,ZIM,bat,294,230,199,239,ZIM,24 runs
736435,ZIM,RSA,Harare,ZIM,9 Aug 2014,ZIM,bat,256,397,181,44/1,RSA,9 wickets
1024041,ZIM,NZL,Bulawayo,ZIM,28 Jul 2016,ZIM,bat,164,576/6d,295,-,NZL,an innings and 117 runs
1024043,NZL,ZIM,Bulawayo,ZIM,6 Aug 2016,NZL,bat,582/4d,362,166/2d,132,NZL,254 runs
1059702,SRL,ZIM,Harare,ZIM,29 Oct 2016,SRL,bat,537,373,247/6d,186,SRL,225 runs
1059703,SRL,ZIM,Harare,ZIM,6 Nov 2016,ZIM,bowl,504,272,258/9d,233,SRL,257 runs
1122886,WIN,ZIM,Bulawayo,ZIM,21 Oct 2017,WIN,bat,219,159,373,316,WIN,117 runs
1122887,ZIM,WIN,Bulawayo,ZIM,29 Oct 2017,ZIM,bat,326,448,301/7,-,draw,-
63956,BAN,ZIM,Dhaka,BAN,8 Nov 2001,ZIM,bowl,107,431,125/3,-,draw,-
63957,ZIM,BAN,Chattogram,BAN,15 Nov 2001,BAN,bowl,542/7d,251,301 (f/o),11/2,ZIM,8 wickets
63972,BAN,PAK,Dhaka,BAN,9 Jan 2002,PAK,bowl,160,490/9d,152,-,PAK,an innings and 178 runs
63973,BAN,PAK,Chattogram,BAN,16 Jan 2002,BAN,bat,148,465/9d,148,-,PAK,an innings and 169 runs
64018,BAN,WIN,Dhaka,BAN,8 Dec 2002,WIN,bowl,139,536,87,-,WIN,an innings and 310 runs
64019,BAN,WIN,Chattogram,BAN,16 Dec 2002,BAN,bat,194,296,212,111/3,WIN,7 wickets
64028,BAN,RSA,Chattogram,BAN,24 Apr 2003,BAN,bat,173,470/2d,237,-,RSA,an innings and 60 runs
64029,RSA,BAN,Dhaka,BAN,1 May 2003,RSA,bat,330,102,210 (f/o),-,RSA,an innings and 18 runs
64052,BAN,ENG,Dhaka,BAN,21 Oct 2003,BAN,bat,203,295,255,164/3,ENG,7 wickets
64053,ENG,BAN,Chattogram,BAN,29 Oct 2003,BAN,bowl,326,152,293/5d,138,ENG,329 runs
64103,BAN,NZL,Dhaka,BAN,19 Oct 2004,BAN,bat,177,402,126,-,NZL,an innings and 99 runs
64104,NZL,BAN,Chattogram,BAN,26 Oct 2004,NZL,bat,545/6d,182,262 (f/o),-,NZL,an innings and 101 runs
64111,BAN,IND,Dhaka,BAN,10 Dec 2004,IND,bowl,184,526,202,-,IND,an innings and 140 runs
64112,IND,BAN,Chattogram,BAN,17 Dec 2004,IND,bat,540,333,124 (f/o),-,IND,an innings and 83 runs
64121,BAN,ZIM,Chattogram,BAN,6 Jan 2005,BAN,bat,488,312,204/9d,154,BAN,226 runs
64122,ZIM,BAN,Dhaka,BAN,14 Jan 2005,ZIM,bat,298,211,286,285/5,draw,-
238167,BAN,SRL,Chattogram,BAN,28 Feb 2006,BAN,bat,319,338,181,163/2,SRL,8 wickets
238168,BAN,SRL,Bogra,BAN,8 Mar 2006,BAN,bat,234,316,201,120/0,SRL,10 wickets
238171,BAN,AUS,Fatullah,BAN,9 Apr 2006,BAN,bat,427,269,148,307/7,AUS,3 wickets
238172,BAN,AUS,Chattogram,BAN,16 Apr 2006,BAN,bat,197,581/4d,304,-,AUS,an innings and 80 runs
282691,IND,BAN,Chattogram,BAN,18 May 2007,IND,bat,387/8d,238,100/6d,104/2,draw,-
282692,IND,BAN,Dhaka,BAN,25 May 2007,BAN,bowl,610/3d,118,253 (f/o),-,IND,an innings and 239 runs
323947,BAN,RSA,Dhaka,BAN,22 Feb 2008,BAN,bat,192,170,182,205/5,RSA,5 wickets
323948,RSA,BAN,Chattogram,BAN,29 Feb 2008,RSA,bat,583/7d,259,119 (f/o),-,RSA,an innings and 205 runs
361758,BAN,NZL,Chattogram,BAN,17 Oct 2008,BAN,bat,245,171,242,317/7,NZL,3 wickets
361759,NZL,BAN,Dhaka,BAN,25 Oct 2008,BAN,bowl,262/6d,169/9d,79/1d,-,draw,-
378750,SRL,BAN,Dhaka,BAN,26 Dec 2008,SRL,bat,293,178,405/6d,413,SRL,107 runs
378751,SRL,BAN,Chattogram,BAN,3 Jan 2009,SRL,bat,384,208,447/6d,158,SRL,465 runs
434256,IND,BAN,Chattogram,BAN,17 Jan 2010,BAN,bowl,243,242,413/8d,301,IND,113 runs
434257,BAN,IND,Dhaka,BAN,24 Jan 2010,BAN,bat,233,544/8d,312,2/0,IND,10 wickets
426423,ENG,BAN,Chattogram,BAN,12 Mar 2010,BAN,bowl,599/6d,296,209/7d,331,ENG,181 runs
426424,BAN,ENG,Dhaka,BAN,20 Mar 2010,BAN,bat,419,496,285,209/1,ENG,9 wickets
531986,BAN,WIN,Chattogram,BAN,21 Oct 2011,BAN,bat,350/9d,244,119/3d,100/2,draw,-
531987,WIN,BAN,Dhaka,BAN,29 Oct 2011,WIN,bat,355,231,383/5d,278,WIN,229 runs
538072,BAN,PAK,Chattogram,BAN,9 Dec 2011,PAK,bowl,135,594/5d,275,-,PAK,an innings and 184 runs
538073,BAN,PAK,Dhaka,BAN,17 Dec 2011,PAK,bowl,338,470,234,107/3,PAK,7 wickets
587469,WIN,BAN,Dhaka,BAN,13 Nov 2012,WIN,bat,527/4d,556,273,167,WIN,77 runs
587470,BAN,WIN,Khulna,BAN,21 Nov 2012,BAN,bat,387,648/9d,287,30/0,WIN,10 wickets
668949,NZL,BAN,Chattogram,BAN,9 Oct 2013,NZL,bat,469,501,287/7d,173/3,draw,-
668951,BAN,NZL,Dhaka,BAN,21 Oct 2013,BAN,bat,282,437,269/3,-,draw,-
690347,BAN,SRL,Dhaka,BAN,27 Jan 2014,SRL,bowl,232,730/6d,250,-,SRL,an innings and 248 runs
690349,SRL,BAN,Chattogram,BAN,4 Feb 2014,SRL,bat,587,426,305/4d,271/3,draw,-
760781,ZIM,BAN,Dhaka,BAN,25 Oct 2014,ZIM,bat,240,254,114,101/7,BAN,3 wickets
760783,BAN,ZIM,Khulna,BAN,3 Nov 2014,BAN,bat,433,368,248/9d,151,BAN,162 runs
760785,BAN,ZIM,Chattogram,BAN,12 Nov 2014,BAN,bat,503,374,319/5d,262,BAN,186 runs
858493,BAN,PAK,Khulna,BAN,28 Apr 2015,BAN,bat,332,628,555/6,-,draw,-
858495,PAK,BAN,Dhaka,BAN,6 May 2015,BAN,bowl,557/8d,203,195/6d,221,PAK,328 runs
870729,IND,BAN,Fatullah,BAN,10 Jun 2015,IND,bat,462/6d,256,23/0 (f/o),-,draw,-
817213,RSA,BAN,Chattogram,BAN,21 Jul 2015,RSA,bat,248,326,61/0,-,draw,-
1029825,ENG,BAN,Chattogram,BAN,20 Oct 2016,ENG,bat,293,248,240,263,ENG,22 runs
1029827,BAN,ENG,Dhaka,BAN,28 Oct 2016,BAN,bat,220,244,296,164,BAN,108 runs
1104284,BAN,AUS,Dhaka,BAN,27 Aug 2017,BAN,bat,260,217,221,244,BAN,20 runs
1104285,BAN,AUS,Chattogram,BAN,4 Sep 2017,BAN,bat,305,377,157,87/3,AUS,7 wickets
1130744,BAN,SRL,Chattogram,BAN,31 Jan 2018,BAN,bat,513,713/9d,307/5d,-,draw,-
1130745,SRL,BAN,Dhaka,BAN,8 Feb 2018,SRL,bat,222,110,226,123,SRL,215 runs
1153639,ZIM,BAN,Sylhet,BAN,3 Nov 2018,ZIM,bat,282,143,181,169,ZIM,151 runs
1153640,BAN,ZIM,Dhaka,BAN,11 Nov 2018,BAN,bat,522/7d,304,224/6d,224,BAN,218 runs
1153311,BAN,WIN,Chattogram,BAN,22 Nov 2018,BAN,bat,324,246,125,139,BAN,64 runs
1153312,BAN,WIN,Dhaka,BAN,30 Nov 2018,BAN,bat,508,111,213 (f/o),-,BAN,an innings and 184 runs
1197138,AFG,BAN,Chattogram,BAN,5 Sep 2019,AFG,bat,342,205,260,173,AFG,224 runs
1214666,ZIM,BAN,Dhaka,BAN,22 Feb 2020,ZIM,bat,265,560/6d,189,-,BAN,an innings and 106 runs
63974,PAK,WIN,Sharjah,UAE,31 Jan 2002,PAK,bat,493,366,214/6d,171,PAK,170 runs
63975,PAK,WIN,Sharjah,UAE,7 Feb 2002,WIN,bowl,472,264,225/5d,189,PAK,244 runs
64002,PAK,AUS,Sharjah,UAE,11 Oct 2002,PAK,bat,59,310,53,-,AUS,an innings and 198 runs
64003,AUS,PAK,Sharjah,UAE,19 Oct 2002,AUS,bat,444,221,203 (f/o),-,AUS,an innings and 20 runs
461571,RSA,PAK,Dubai (DSC),UAE,12 Nov 2010,RSA,bat,380,248,318/2d,343/3,draw,-
461572,RSA,PAK,Abu Dhabi,UAE,20 Nov 2010,PAK,bowl,584/9d,434,203/5d,153/3,draw,-
530424,SRL,PAK,Abu Dhabi,UAE,18 Oct 2011,PAK,bowl,197,511/6d,483,21/1,draw,-
530425,SRL,PAK,Dubai (DSC),UAE,26 Oct 2011,SRL,bat,239,403,257,94/1,PAK,9 wickets
530426,SRL,PAK,Sharjah,UAE,3 Nov 2011,SRL,bat,413,340,181/6d,87/4,draw,-
531628,ENG,PAK,Dubai (DSC),UAE,17 Jan 2012,ENG,bat,192,338,160,15/0,PAK,10 wickets
531629,PAK,ENG,Abu Dhabi,UAE,25 Jan 2012,PAK,bat,257,327,214,72,PAK,72 runs
531630,PAK,ENG,Dubai (DSC),UAE,3 Feb 2012,PAK,bat,99,141,365,252,PAK,71 runs
649087,RSA,PAK,Abu Dhabi,UAE,14 Oct 2013,RSA,bat,249,442,232,45/3,PAK,7 wickets
649089,PAK,RSA,Dubai (DSC),UAE,23 Oct 2013,PAK,bat,99,517,326,-,RSA,an innings and 92 runs
657647,SRL,PAK,Abu Dhabi,UAE,31 Dec 2013,PAK,bowl,204,383,480/5d,158/2,draw,-
657649,PAK,SRL,Dubai (DSC),UAE,8 Jan 2014,SRL,bowl,165,388,359,137/1,SRL,9 wickets
657651,SRL,PAK,Sharjah,UAE,16 Jan 2014,SRL,bat,428/9d,341,214,302/5,PAK,5 wickets
727927,PAK,AUS,Dubai (DSC),UAE,22 Oct 2014,PAK,bat,454,303,286/2d,216,PAK,221 runs
727929,PAK,AUS,Abu Dhabi,UAE,30 Oct 2014,PAK,bat,570/6d,261,293/3d,246,PAK,356 runs
742611,PAK,NZL,Abu Dhabi,UAE,9 Nov 2014,PAK,bat,566/3d,262,175/2d,231,PAK,248 runs
742613,NZL,PAK,Dubai (DSC),UAE,17 Nov 2014,NZL,bat,403,393,250/9d,196/5,draw,-
742615,PAK,NZL,Sharjah,UAE,26 Nov 2014,PAK,bat,351,690,259,-,NZL,an innings and 80 runs
902635,PAK,ENG,Abu Dhabi,UAE,13 Oct 2015,PAK,bat,523/8d,598/9d,173,74/4,draw,-
902637,PAK,ENG,Dubai (DSC),UAE,22 Oct 2015,PAK,bat,378,242,354/6d,312,PAK,178 runs
902639,PAK,ENG,Sharjah,UAE,1 Nov 2015,PAK,bat,234,306,355,156,PAK,127 runs
1050229,PAK,WIN,Dubai (DSC),UAE,13 Oct 2016,PAK,bat,579/3d,357,123,289,PAK,56 runs
1050231,PAK,WIN,Abu Dhabi,UAE,21 Oct 2016,PAK,bat,452,224,227/2d,322,PAK,133 runs
1050233,PAK,WIN,Sharjah,UAE,30 Oct 2016,PAK,bat,281,337,208,154/5,WIN,5 wickets
1120284,SRL,PAK,Abu Dhabi,UAE,28 Sep 2017,SRL,bat,419,422,138,114,SRL,21 runs
1120285,SRL,PAK,Dubai (DSC),UAE,6 Oct 2017,SRL,bat,482,262,96,248,SRL,68 runs
1157370,PAK,AUS,Dubai (DSC),UAE,7 Oct 2018,PAK,bat,482,202,181/6d,362/8,draw,-
1157371,PAK,AUS,Abu Dhabi,UAE,16 Oct 2018,PAK,bat,282,145,400/9d,164,PAK,373 runs
1157381,NZL,PAK,Abu Dhabi,UAE,16 Nov 2018,NZL,bat,153,227,249,171,NZL,4 runs
1157382,PAK,NZL,Dubai (DSC),UAE,24 Nov 2018,PAK,bat,418/5d,90,312 (f/o),-,PAK,an innings and 16 runs
1157383,NZL,PAK,Abu Dhabi,UAE,3 Dec 2018,NZL,bat,274,348,353/7d,156,NZL,123 runs
1127284,PAK,IRE,Dublin (Malahide),IRE,11 May 2018,IRE,bowl,310/9d,130,339 (f/o),160/5,PAK,5 wickets
